"","date","main_activity","count","out.of.house.time","out.of.house.lat","out.of.house.long","In.Time","Last.Out.Time","Was.at.Work","in.time.dmy.hm","out.time.dmy.hm","post.midnight","hours.worked","policy.in.time","policy.in.time.dmy.hm","policy.out.time.dmy.hm","diff.in.time","diff.out.time","travelling.time"
"91",2018-04-18,"ON_FOOT",4,2018-04-18 12:53:24,12.9770107,77.7332941,"01:18 PM","10:20 PM",TRUE,2018-04-18 13:18:00,2018-04-18 22:20:00,FALSE,9.03333333333333,"1:15 PM",2018-04-18 13:15:00,2018-04-18 22:15:00,-3,5,1475.57399988174
"92",2018-04-19,"ON_BICYCLE",10,2018-04-19 12:55:35,12.9780582,77.7337363,"01:10 PM","10:33 PM",TRUE,2018-04-19 13:10:00,2018-04-19 22:33:00,FALSE,9.38333333333333,"1:15 PM",2018-04-19 13:15:00,2018-04-19 22:15:00,5,18,865
"93",2018-04-20,"ON_FOOT",10,2018-04-20 12:37:27,12.9780913,77.733776,"12:56 PM","10:18 PM",TRUE,2018-04-20 12:56:00,2018-04-20 22:18:00,FALSE,9.36666666666667,"1:15 PM",2018-04-20 13:15:00,2018-04-20 22:15:00,19,3,1113
"94",2018-04-23,"ON_BICYCLE",4,2018-04-23 12:46:17,12.977019,77.7331493,"01:03 PM","10:09 PM",TRUE,2018-04-23 13:03:00,2018-04-23 22:09:00,FALSE,9.1,"1:15 PM",2018-04-23 13:15:00,2018-04-23 22:15:00,12,-6,1002.40199995041
"95",2018-04-24,"ON_BICYCLE",2,2018-04-24 12:39:15,12.9769827,77.7331587,"12:51 PM","10:50 PM",TRUE,2018-04-24 12:51:00,2018-04-24 22:50:00,FALSE,9.98333333333333,"1:15 PM",2018-04-24 13:15:00,2018-04-24 22:15:00,24,35,704.778000116348
"96",2018-04-25,"ON_FOOT",3,2018-04-25 12:41:04,12.9771122,77.7331595,"12:58 PM","11:19 PM",TRUE,2018-04-25 12:58:00,2018-04-25 23:19:00,FALSE,10.35,"1:15 PM",2018-04-25 13:15:00,2018-04-25 22:15:00,17,64,1015.01699995995
"97",2018-04-26,"ON_FOOT",3,2018-04-26 12:51:58,12.9780669,77.7331595,"01:04 PM","10:18 PM",TRUE,2018-04-26 13:04:00,2018-04-26 22:18:00,FALSE,9.23333333333333,"1:15 PM",2018-04-26 13:15:00,2018-04-26 22:15:00,11,3,721.404000043869
"98",2018-04-27,"ON_FOOT",6,2018-04-27 12:33:28,12.977364,77.7335464,"12:55 PM","10:33 PM",TRUE,2018-04-27 12:55:00,2018-04-27 22:33:00,FALSE,9.63333333333333,"1:15 PM",2018-04-27 13:15:00,2018-04-27 22:15:00,20,18,1291.49499988556
"99",2018-04-30,"ON_BICYCLE",4,2018-04-30 12:28:00,12.9769795,77.7336875,"12:40 PM","11:17 PM",TRUE,2018-04-30 12:40:00,2018-04-30 23:17:00,FALSE,10.6166666666667,"1:15 PM",2018-04-30 13:15:00,2018-04-30 22:15:00,35,62,719.733999967575
"100",2018-05-02,"ON_BICYCLE",6,2018-05-02 12:37:26,12.9769769,77.733582,"12:52 PM","01:55 AM",TRUE,2018-05-02 12:52:00,2018-05-03 01:55:00,TRUE,13.05,"1:30 PM",2018-05-02 13:30:00,2018-05-02 22:30:00,38,205,873.911999940872
"101",2018-05-03,"ON_FOOT",4,2018-05-03 13:10:22,12.9781218,77.7338713,"01:43 PM","10:43 PM",TRUE,2018-05-03 13:43:00,2018-05-03 22:43:00,FALSE,9,"1:30 PM",2018-05-03 13:30:00,2018-05-03 22:30:00,-13,13,1957.78299999237
"102",2018-05-04,"IN_VEHICLE",6,2018-05-04 12:50:46,12.9769753,77.733157,"01:06 PM","10:16 PM",TRUE,2018-05-04 13:06:00,2018-05-04 22:16:00,FALSE,9.16666666666667,"1:30 PM",2018-05-04 13:30:00,2018-05-04 22:30:00,24,-14,913.677000045776
"103",2018-05-09,"ON_FOOT",4,2018-05-09 12:57:30,12.9770045,77.7336744,"01:10 PM","10:53 PM",TRUE,2018-05-09 13:10:00,2018-05-09 22:53:00,FALSE,9.71666666666667,"1:30 PM",2018-05-09 13:30:00,2018-05-09 22:30:00,20,23,749.121000051498
"104",2018-05-10,"ON_FOOT",2,2018-05-10 12:56:33,12.9770332,77.7336744,"01:04 PM","10:19 PM",TRUE,2018-05-10 13:04:00,2018-05-10 22:19:00,FALSE,9.25,"1:30 PM",2018-05-10 13:30:00,2018-05-10 22:30:00,26,-11,446.631000041962
"105",2018-05-11,"ON_FOOT",3,2018-05-11 12:44:38,12.97701,77.7331571,"01:02 PM","06:47 PM",TRUE,2018-05-11 13:02:00,2018-05-11 18:47:00,FALSE,5.75,"1:30 PM",2018-05-11 13:30:00,2018-05-11 22:30:00,28,-223,1041.10199999809
"106",2018-05-15,"ON_BICYCLE",3,2018-05-15 12:42:55,12.9768726,77.733162,"01:00 PM","10:20 PM",TRUE,2018-05-15 13:00:00,2018-05-15 22:20:00,FALSE,9.33333333333333,"1:30 PM",2018-05-15 13:30:00,2018-05-15 22:30:00,30,-10,1024.63899993896
"107",2018-05-16,"IN_VEHICLE",6,2018-05-16 12:59:51,12.9768681,77.7341436,"01:41 PM","10:57 PM",TRUE,2018-05-16 13:41:00,2018-05-16 22:57:00,FALSE,9.26666666666667,"1:30 PM",2018-05-16 13:30:00,2018-05-16 22:30:00,-11,27,2468.21399998665
"108",2018-05-17,"ON_FOOT",6,2018-05-17 13:01:01,12.9780935,77.7337041,"01:22 PM","10:21 PM",TRUE,2018-05-17 13:22:00,2018-05-17 22:21:00,FALSE,8.98333333333333,"1:30 PM",2018-05-17 13:30:00,2018-05-17 22:30:00,8,-9,1258.71099996567
"109",2018-05-18,"ON_BICYCLE",4,2018-05-18 12:54:59,12.9778934,77.7335514,"01:38 PM","10:17 PM",TRUE,2018-05-18 13:38:00,2018-05-18 22:17:00,FALSE,8.65,"1:30 PM",2018-05-18 13:30:00,2018-05-18 22:30:00,-8,-13,2580.20600008965
"110",2018-05-21,"ON_FOOT",2,2018-05-21 13:03:39,12.976934,77.7336346,"01:15 PM","10:29 PM",TRUE,2018-05-21 13:15:00,2018-05-21 22:29:00,FALSE,9.23333333333333,"1:30 PM",2018-05-21 13:30:00,2018-05-21 22:30:00,15,-1,680.940999984741
"111",2018-05-22,"ON_BICYCLE",2,2018-05-22 13:07:32,12.9770582,77.7334864,"01:20 PM","10:38 PM",TRUE,2018-05-22 13:20:00,2018-05-22 22:38:00,FALSE,9.3,"1:30 PM",2018-05-22 13:30:00,2018-05-22 22:30:00,10,8,747.055999994278
"112",2018-05-23,"ON_BICYCLE",3,2018-05-23 13:07:45,12.9769037,77.7346569,"01:21 PM","10:30 PM",TRUE,2018-05-23 13:21:00,2018-05-23 22:30:00,FALSE,9.15,"1:30 PM",2018-05-23 13:30:00,2018-05-23 22:30:00,9,0,794.96799993515
"113",2018-05-24,"ON_FOOT",2,2018-05-24 13:04:14,12.978079,77.7338633,"01:15 PM","10:48 PM",TRUE,2018-05-24 13:15:00,2018-05-24 22:48:00,FALSE,9.55,"1:30 PM",2018-05-24 13:30:00,2018-05-24 22:30:00,15,18,645.184000015259
"114",2018-05-25,"ON_FOOT",3,2018-05-25 13:01:15,12.9771778,77.7334548,"01:34 PM","10:19 PM",TRUE,2018-05-25 13:34:00,2018-05-25 22:19:00,FALSE,8.75,"1:30 PM",2018-05-25 13:30:00,2018-05-25 22:30:00,-4,-11,1964.61800003052
"115",2018-05-29,"ON_FOOT",3,2018-05-29 12:27:05,12.9769255,77.7333568,"12:41 PM","10:18 PM",TRUE,2018-05-29 12:41:00,2018-05-29 22:18:00,FALSE,9.61666666666667,"1:30 PM",2018-05-29 13:30:00,2018-05-29 22:30:00,49,-12,834.125999927521
"116",2018-05-30,"ON_FOOT",4,2018-05-30 12:43:45,12.9779384,77.7350146,"01:31 PM","10:29 PM",TRUE,2018-05-30 13:31:00,2018-05-30 22:29:00,FALSE,8.96666666666667,"1:30 PM",2018-05-30 13:30:00,2018-05-30 22:30:00,-1,-1,2834.12800002098
"117",2018-05-31,"IN_VEHICLE",4,2018-05-31 12:50:25,12.9768562,77.733222,"01:03 PM","10:22 PM",TRUE,2018-05-31 13:03:00,2018-05-31 22:22:00,FALSE,9.31666666666667,"1:30 PM",2018-05-31 13:30:00,2018-05-31 22:30:00,27,-8,754.845999956131
"118",2018-06-01,"ON_BICYCLE",4,2018-06-01 13:05:27,12.977386,77.733316,"01:40 PM","10:24 PM",TRUE,2018-06-01 13:40:00,2018-06-01 22:24:00,FALSE,8.73333333333333,"1:30 PM",2018-06-01 13:30:00,2018-06-01 22:30:00,-10,-6,2072.50600004196
"119",2018-06-04,"ON_FOOT",11,2018-06-04 12:48:56,12.9780887,77.7336284,"01:36 PM","10:22 PM",TRUE,2018-06-04 13:36:00,2018-06-04 22:22:00,FALSE,8.76666666666667,"1:30 PM",2018-06-04 13:30:00,2018-06-04 22:30:00,-6,-8,2823.1970000267
"120",2018-06-05,"ON_FOOT",9,2018-06-05 13:10:37,12.9769489,77.7333314,"01:31 PM","10:21 PM",TRUE,2018-06-05 13:31:00,2018-06-05 22:21:00,FALSE,8.83333333333333,"1:30 PM",2018-06-05 13:30:00,2018-06-05 22:30:00,-1,-9,1222.32699990273
"121",2018-06-06,"IN_VEHICLE",7,2018-06-06 13:30:30,12.9768866,77.7336346,"01:43 PM","10:27 PM",TRUE,2018-06-06 13:43:00,2018-06-06 22:27:00,FALSE,8.73333333333333,"1:30 PM",2018-06-06 13:30:00,2018-06-06 22:30:00,-13,-3,749.19000005722
"122",2018-06-07,"ON_FOOT",12,2018-06-07 12:43:55,12.976873,77.7333601,"01:30 PM","10:21 PM",TRUE,2018-06-07 13:30:00,2018-06-07 22:21:00,FALSE,8.85,"1:30 PM",2018-06-07 13:30:00,2018-06-07 22:30:00,0,-9,2764.89400005341
"123",2018-06-08,"ON_FOOT",7,2018-06-08 12:46:27,12.9780953,77.7338909,"01:06 PM","10:23 PM",TRUE,2018-06-08 13:06:00,2018-06-08 22:23:00,FALSE,9.28333333333333,"1:30 PM",2018-06-08 13:30:00,2018-06-08 22:30:00,24,-7,1172.59299993515
"124",2018-06-11,"IN_VEHICLE",3,2018-06-11 11:47:14,12.9768751,77.7346569,"11:58 AM","09:51 PM",TRUE,2018-06-11 11:58:00,2018-06-11 21:51:00,FALSE,9.88333333333333,"12:00 PM",2018-06-11 12:00:00,2018-06-11 21:00:00,2,51,645.611999988556
"125",2018-06-12,"IN_VEHICLE",4,2018-06-12 11:45:27,12.9768731,77.733125,"11:57 AM","09:22 PM",TRUE,2018-06-12 11:57:00,2018-06-12 21:22:00,FALSE,9.41666666666667,"12:00 PM",2018-06-12 12:00:00,2018-06-12 21:00:00,3,22,692.282999992371
"126",2018-06-13,"IN_VEHICLE",4,2018-06-13 11:55:52,12.9769394,77.7331587,"12:07 PM","08:45 PM",TRUE,2018-06-13 12:07:00,2018-06-13 20:45:00,FALSE,8.63333333333333,"12:00 PM",2018-06-13 12:00:00,2018-06-13 21:00:00,-7,-15,667.513000011444
"127",2018-06-18,"IN_VEHICLE",4,2018-06-18 11:59:18,12.97692,77.7335839,"12:11 PM","10:03 PM",TRUE,2018-06-18 12:11:00,2018-06-18 22:03:00,FALSE,9.86666666666667,"12:00 PM",2018-06-18 12:00:00,2018-06-18 21:00:00,-11,63,701.009999990463
"128",2018-06-19,"IN_VEHICLE",4,2018-06-19 11:54:19,12.9769259,77.7333284,"12:13 PM","10:18 PM",TRUE,2018-06-19 12:13:00,2018-06-19 22:18:00,FALSE,10.0833333333333,"12:00 PM",2018-06-19 12:00:00,2018-06-19 21:00:00,-13,78,1120.67000007629
"129",2018-06-20,"IN_VEHICLE",2,2018-06-20 11:58:40,12.9769222,77.7332458,"12:10 PM","09:55 PM",TRUE,2018-06-20 12:10:00,2018-06-20 21:55:00,FALSE,9.75,"12:00 PM",2018-06-20 12:00:00,2018-06-20 21:00:00,-10,55,679.867000102997
"130",2018-06-21,"IN_VEHICLE",2,2018-06-21 11:57:32,12.9772146,77.7339416,"12:08 PM","09:57 PM",TRUE,2018-06-21 12:08:00,2018-06-21 21:57:00,FALSE,9.81666666666667,"12:00 PM",2018-06-21 12:00:00,2018-06-21 21:00:00,-8,57,627.558000087738
"131",2018-06-22,"ON_FOOT",4,2018-06-22 11:57:41,12.978094,77.7336492,"12:11 PM","10:55 PM",TRUE,2018-06-22 12:11:00,2018-06-22 22:55:00,FALSE,10.7333333333333,"12:00 PM",2018-06-22 12:00:00,2018-06-22 21:00:00,-11,115,798.299999952316
"132",2018-06-25,"IN_VEHICLE",4,2018-06-25 11:59:03,12.9769365,77.7332754,"12:11 PM","10:04 PM",TRUE,2018-06-25 12:11:00,2018-06-25 22:04:00,FALSE,9.88333333333333,"12:00 PM",2018-06-25 12:00:00,2018-06-25 21:00:00,-11,64,716.865000009537
"133",2018-06-26,"IN_VEHICLE",5,2018-06-26 11:58:53,12.9771879,77.7333273,"12:11 PM","10:17 PM",TRUE,2018-06-26 12:11:00,2018-06-26 22:17:00,FALSE,10.1,"12:00 PM",2018-06-26 12:00:00,2018-06-26 21:00:00,-11,77,726.318000078201
"134",2018-06-27,"IN_VEHICLE",4,2018-06-27 12:02:49,12.9769342,77.7335839,"12:14 PM","09:54 PM",TRUE,2018-06-27 12:14:00,2018-06-27 21:54:00,FALSE,9.66666666666667,"12:00 PM",2018-06-27 12:00:00,2018-06-27 21:00:00,-14,54,670.99799990654
"135",2018-06-28,"IN_VEHICLE",3,2018-06-28 11:57:49,12.9769208,77.7332853,"12:09 PM","09:56 PM",TRUE,2018-06-28 12:09:00,2018-06-28 21:56:00,FALSE,9.78333333333333,"12:00 PM",2018-06-28 12:00:00,2018-06-28 21:00:00,-9,56,670.700000047684
"136",2018-06-29,"IN_VEHICLE",4,2018-06-29 12:03:19,12.9769664,77.7333242,"12:09 PM","09:01 PM",TRUE,2018-06-29 12:09:00,2018-06-29 21:01:00,FALSE,8.86666666666667,"12:00 PM",2018-06-29 12:00:00,2018-06-29 21:00:00,-9,1,340.095999956131
"137",2018-07-02,"ON_FOOT",7,2018-07-02 11:28:24,12.9768979,77.7335188,"11:53 AM","09:21 PM",TRUE,2018-07-02 11:53:00,2018-07-02 21:21:00,FALSE,9.46666666666667,"12:00 PM",2018-07-02 12:00:00,2018-07-02 21:00:00,7,21,1475.25200009346
"138",2018-07-03,"IN_VEHICLE",3,2018-07-03 11:40:47,12.9780574,77.73573,"11:51 AM","09:30 PM",TRUE,2018-07-03 11:51:00,2018-07-03 21:30:00,FALSE,9.65,"12:00 PM",2018-07-03 12:00:00,2018-07-03 21:00:00,9,30,613
"139",2018-07-04,"ON_FOOT",6,2018-07-04 11:35:11,12.9780554,77.7337918,"11:56 AM","09:42 PM",TRUE,2018-07-04 11:56:00,2018-07-04 21:42:00,FALSE,9.76666666666667,"12:00 PM",2018-07-04 12:00:00,2018-07-04 21:00:00,4,42,1249
"140",2018-07-05,"ON_FOOT",1,2018-07-05 11:57:21,12.9779384,77.7342992,"12:08 PM","09:27 PM",TRUE,2018-07-05 12:08:00,2018-07-05 21:27:00,FALSE,9.31666666666667,"12:00 PM",2018-07-05 12:00:00,2018-07-05 21:00:00,-8,27,638.523999929428
"141",2018-07-06,"ON_FOOT",7,2018-07-06 11:31:39,12.976952,77.7333375,"11:54 AM","09:03 PM",TRUE,2018-07-06 11:54:00,2018-07-06 21:03:00,FALSE,9.15,"12:00 PM",2018-07-06 12:00:00,2018-07-06 21:00:00,6,3,1340.91100001335
"142",2018-07-09,"IN_VEHICLE",4,2018-07-09 11:55:24,12.9780637,77.7338583,"12:08 PM","09:17 PM",TRUE,2018-07-09 12:08:00,2018-07-09 21:17:00,FALSE,9.15,"12:00 PM",2018-07-09 12:00:00,2018-07-09 21:00:00,-8,17,755.848999977112
"143",2018-07-10,"IN_VEHICLE",5,2018-07-10 11:53:25,12.977585,77.7342992,"12:03 PM","09:49 PM",TRUE,2018-07-10 12:03:00,2018-07-10 21:49:00,FALSE,9.76666666666667,"12:00 PM",2018-07-10 12:00:00,2018-07-10 21:00:00,-3,49,574.589999914169
"144",2018-07-11,"IN_VEHICLE",4,2018-07-11 11:57:33,12.9772137,77.7338035,"12:12 PM","09:44 PM",TRUE,2018-07-11 12:12:00,2018-07-11 21:44:00,FALSE,9.53333333333333,"12:00 PM",2018-07-11 12:00:00,2018-07-11 21:00:00,-12,44,866.401000022888
"145",2018-07-13,"IN_VEHICLE",4,2018-07-13 11:38:56,12.9769312,77.733309,"11:52 AM","09:00 PM",TRUE,2018-07-13 11:52:00,2018-07-13 21:00:00,FALSE,9.13333333333333,"12:00 PM",2018-07-13 12:00:00,2018-07-13 21:00:00,8,0,783.535000085831
"146",2018-07-16,"ON_FOOT",8,2018-07-16 11:16:01,12.9769376,77.7331141,"11:39 AM","08:57 PM",TRUE,2018-07-16 11:39:00,2018-07-16 20:57:00,FALSE,9.3,"12:00 PM",2018-07-16 12:00:00,2018-07-16 21:00:00,21,-3,1378.78600001335
"147",2018-07-17,"ON_BICYCLE",2,2018-07-17 11:57:10,12.9771269,77.7335902,"12:09 PM","10:29 PM",TRUE,2018-07-17 12:09:00,2018-07-17 22:29:00,FALSE,10.3333333333333,"12:00 PM",2018-07-17 12:00:00,2018-07-17 21:00:00,-9,89,709.306999921799
"148",2018-07-18,"IN_VEHICLE",6,2018-07-18 11:57:21,12.9769558,77.7333324,"12:11 PM","09:04 PM",TRUE,2018-07-18 12:11:00,2018-07-18 21:04:00,FALSE,8.88333333333333,"12:00 PM",2018-07-18 12:00:00,2018-07-18 21:00:00,-11,4,818.385999917984
"149",2018-07-20,"IN_VEHICLE",6,2018-07-20 11:58:38,12.9769557,77.7333056,"12:10 PM","09:03 PM",TRUE,2018-07-20 12:10:00,2018-07-20 21:03:00,FALSE,8.88333333333333,"12:00 PM",2018-07-20 12:00:00,2018-07-20 21:00:00,-10,3,681.134000062943
"150",2018-07-23,"IN_VEHICLE",4,2018-07-23 11:57:06,12.9769619,77.7331178,"12:09 PM","09:38 PM",TRUE,2018-07-23 12:09:00,2018-07-23 21:38:00,FALSE,9.48333333333333,"12:00 PM",2018-07-23 12:00:00,2018-07-23 21:00:00,-9,38,713.509999990463
"151",2018-07-24,"IN_VEHICLE",4,2018-07-24 11:49:45,12.977691,77.7334431,"12:06 PM","11:00 PM",TRUE,2018-07-24 12:06:00,2018-07-24 23:00:00,FALSE,10.9,"12:00 PM",2018-07-24 12:00:00,2018-07-24 21:00:00,-6,120,974.348999977112
"152",2018-07-25,"IN_VEHICLE",4,2018-07-25 11:46:45,12.976979,77.7336183,"11:58 AM","10:14 PM",TRUE,2018-07-25 11:58:00,2018-07-25 22:14:00,FALSE,10.2666666666667,"12:00 PM",2018-07-25 12:00:00,2018-07-25 21:00:00,2,74,674.105999946594
"153",2018-07-26,"IN_VEHICLE",3,2018-07-26 12:04:10,12.9781007,77.7338033,"12:14 PM","11:29 PM",TRUE,2018-07-26 12:14:00,2018-07-26 23:29:00,FALSE,11.25,"12:00 PM",2018-07-26 12:00:00,2018-07-26 21:00:00,-14,149,589.470999956131
"154",2018-07-27,"ON_FOOT",2,2018-07-27 11:58:58,12.9770169,77.733259,"12:13 PM","08:53 PM",TRUE,2018-07-27 12:13:00,2018-07-27 20:53:00,FALSE,8.66666666666667,"12:00 PM",2018-07-27 12:00:00,2018-07-27 21:00:00,-13,-7,841.615999937057
"155",2018-07-30,"IN_VEHICLE",2,2018-07-30 11:58:53,12.9780571,77.7338423,"12:10 PM","09:32 PM",TRUE,2018-07-30 12:10:00,2018-07-30 21:32:00,FALSE,9.36666666666667,"12:00 PM",2018-07-30 12:00:00,2018-07-30 21:00:00,-10,32,666.960999965668
"156",2018-07-31,"IN_VEHICLE",4,2018-07-31 11:43:37,12.9781064,77.733557,"11:56 AM","10:07 PM",TRUE,2018-07-31 11:56:00,2018-07-31 22:07:00,FALSE,10.1833333333333,"12:00 PM",2018-07-31 12:00:00,2018-07-31 21:00:00,4,67,742.12299990654
"157",2018-08-01,"IN_VEHICLE",2,2018-08-01 11:45:30,12.9769223,77.7332552,"11:56 AM","09:12 PM",TRUE,2018-08-01 11:56:00,2018-08-01 21:12:00,FALSE,9.26666666666667,"12:00 PM",2018-08-01 12:00:00,2018-08-01 21:00:00,4,12,629.572000026703
"158",2018-08-02,"IN_VEHICLE",2,2018-08-02 11:54:24,12.9769275,77.7335875,"12:04 PM","10:01 PM",TRUE,2018-08-02 12:04:00,2018-08-02 22:01:00,FALSE,9.95,"12:00 PM",2018-08-02 12:00:00,2018-08-02 21:00:00,-4,61,575.49799990654
"159",2018-08-03,"IN_VEHICLE",3,2018-08-03 11:48:26,12.9769368,77.7333363,"11:59 AM","09:48 PM",TRUE,2018-08-03 11:59:00,2018-08-03 21:48:00,FALSE,9.81666666666667,"12:00 PM",2018-08-03 12:00:00,2018-08-03 21:00:00,1,48,633.513000011444
"160",2018-08-06,"IN_VEHICLE",3,2018-08-06 11:54:16,12.9781053,77.73384,"12:04 PM","09:31 PM",TRUE,2018-08-06 12:04:00,2018-08-06 21:31:00,FALSE,9.45,"12:00 PM",2018-08-06 12:00:00,2018-08-06 21:00:00,-4,31,583.115000009537
"161",2018-08-07,"ON_FOOT",4,2018-08-07 11:54:22,12.9777579,77.7335474,"12:07 PM","09:03 PM",TRUE,2018-08-07 12:07:00,2018-08-07 21:03:00,FALSE,8.93333333333333,"12:00 PM",2018-08-07 12:00:00,2018-08-07 21:00:00,-7,3,757.954999923706
"162",2018-08-08,"IN_VEHICLE",6,2018-08-08 11:43:40,12.9769229,77.7335839,"12:00 PM","09:23 PM",TRUE,2018-08-08 12:00:00,2018-08-08 21:23:00,FALSE,9.38333333333333,"12:00 PM",2018-08-08 12:00:00,2018-08-08 21:00:00,0,23,979.049000024796
"163",2018-08-09,"ON_FOOT",8,2018-08-09 11:39:32,12.9775064,77.7334064,"12:02 PM","11:23 PM",TRUE,2018-08-09 12:02:00,2018-08-09 23:23:00,FALSE,11.35,"12:00 PM",2018-08-09 12:00:00,2018-08-09 21:00:00,-2,143,1347.49099993706
"164",2018-08-10,"ON_FOOT",2,2018-08-10 11:44:38,12.9776695,77.7335291,"11:57 AM","09:05 PM",TRUE,2018-08-10 11:57:00,2018-08-10 21:05:00,FALSE,9.13333333333333,"12:00 PM",2018-08-10 12:00:00,2018-08-10 21:00:00,3,5,741.957999944687
"165",2018-08-13,"ON_FOOT",10,2018-08-13 11:35:56,12.9769233,77.7335242,"12:07 PM","10:00 PM",TRUE,2018-08-13 12:07:00,2018-08-13 22:00:00,FALSE,9.88333333333333,"12:00 PM",2018-08-13 12:00:00,2018-08-13 21:00:00,-7,60,1863.6819999218
"166",2018-08-14,"IN_VEHICLE",5,2018-08-14 11:53:59,12.9769447,77.7331371,"12:09 PM","09:05 PM",TRUE,2018-08-14 12:09:00,2018-08-14 21:05:00,FALSE,8.93333333333333,"12:00 PM",2018-08-14 12:00:00,2018-08-14 21:00:00,-9,5,900.719000101089
"167",2018-08-16,"ON_FOOT",6,2018-08-16 11:45:24,12.9780501,77.7337532,"12:06 PM","09:38 PM",TRUE,2018-08-16 12:06:00,2018-08-16 21:38:00,FALSE,9.53333333333333,"12:00 PM",2018-08-16 12:00:00,2018-08-16 21:00:00,-6,38,1235.81100010872
"168",2018-08-17,"IN_VEHICLE",5,2018-08-17 11:49:48,12.9769208,77.733361,"12:02 PM","09:31 PM",TRUE,2018-08-17 12:02:00,2018-08-17 21:31:00,FALSE,9.48333333333333,"12:00 PM",2018-08-17 12:00:00,2018-08-17 21:00:00,-2,31,731.286999940872
"169",2018-08-20,"ON_FOOT",4,2018-08-20 11:55:04,12.9769315,77.7331549,"12:08 PM","09:43 PM",TRUE,2018-08-20 12:08:00,2018-08-20 21:43:00,FALSE,9.58333333333333,"12:00 PM",2018-08-20 12:00:00,2018-08-20 21:00:00,-8,43,775.578999996185
"170",2018-08-21,"IN_VEHICLE",3,2018-08-21 11:48:14,12.976917,77.7331586,"11:59 AM","09:36 PM",TRUE,2018-08-21 11:59:00,2018-08-21 21:36:00,FALSE,9.61666666666667,"12:00 PM",2018-08-21 12:00:00,2018-08-21 21:00:00,1,36,645.364000082016
"171",2018-08-23,"ON_FOOT",4,2018-08-23 11:55:19,12.9769254,77.7331905,"12:11 PM","10:10 PM",TRUE,2018-08-23 12:11:00,2018-08-23 22:10:00,FALSE,9.98333333333333,"12:00 PM",2018-08-23 12:00:00,2018-08-23 21:00:00,-11,70,940.476999998093
"172",2018-08-24,"ON_FOOT",3,2018-08-24 11:48:26,12.9769092,77.7335942,"12:01 PM","09:30 PM",TRUE,2018-08-24 12:01:00,2018-08-24 21:30:00,FALSE,9.48333333333333,"12:00 PM",2018-08-24 12:00:00,2018-08-24 21:00:00,-1,30,753.075999975204
"173",2018-08-27,"IN_VEHICLE",4,2018-08-27 11:47:40,12.9769261,77.7333843,"11:59 AM","08:51 PM",TRUE,2018-08-27 11:59:00,2018-08-27 20:51:00,FALSE,8.86666666666667,"12:00 PM",2018-08-27 12:00:00,2018-08-27 21:00:00,1,-9,679.15700006485
"174",2018-08-28,"IN_VEHICLE",4,2018-08-28 11:47:15,12.9769289,77.7331441,"12:04 PM","09:41 PM",TRUE,2018-08-28 12:04:00,2018-08-28 21:41:00,FALSE,9.61666666666667,"12:00 PM",2018-08-28 12:00:00,2018-08-28 21:00:00,-4,41,1004.06599998474
"175",2018-08-29,"IN_VEHICLE",4,2018-08-29 11:52:00,12.9780592,77.7338117,"12:04 PM","09:01 PM",TRUE,2018-08-29 12:04:00,2018-08-29 21:01:00,FALSE,8.95,"12:00 PM",2018-08-29 12:00:00,2018-08-29 21:00:00,-4,1,719.671000003815
"176",2018-08-31,"ON_BICYCLE",2,2018-08-31 11:52:31,12.976937,77.733237,"12:08 PM","09:14 PM",TRUE,2018-08-31 12:08:00,2018-08-31 21:14:00,FALSE,9.1,"12:00 PM",2018-08-31 12:00:00,2018-08-31 21:00:00,-8,14,928.619999885559
"177",2018-09-03,"IN_VEHICLE",4,2018-09-03 11:54:02,12.9770647,77.7332622,"12:06 PM","09:48 PM",TRUE,2018-09-03 12:06:00,2018-09-03 21:48:00,FALSE,9.7,"12:00 PM",2018-09-03 12:00:00,2018-09-03 21:00:00,-6,48,717.335999965668
"178",2018-09-05,"ON_FOOT",4,2018-09-05 11:53:27,12.9771398,77.7335849,"12:06 PM","09:28 PM",TRUE,2018-09-05 12:06:00,2018-09-05 21:28:00,FALSE,9.36666666666667,"12:00 PM",2018-09-05 12:00:00,2018-09-05 21:00:00,-6,28,752.799999952316
"179",2018-09-06,"ON_FOOT",1,2018-09-06 11:50:21,12.9769981,77.7333376,"12:02 PM","09:43 PM",TRUE,2018-09-06 12:02:00,2018-09-06 21:43:00,FALSE,9.68333333333333,"12:00 PM",2018-09-06 12:00:00,2018-09-06 21:00:00,-2,43,698.982000112534
"180",2018-09-07,"ON_FOOT",3,2018-09-07 11:47:02,12.9769476,77.73338,"12:05 PM","09:31 PM",TRUE,2018-09-07 12:05:00,2018-09-07 21:31:00,FALSE,9.43333333333333,"12:00 PM",2018-09-07 12:00:00,2018-09-07 21:00:00,-5,31,1077.72699999809
"181",2018-09-10,"ON_FOOT",7,2018-09-10 11:54:20,12.9779039,77.7335968,"12:14 PM","04:49 PM",TRUE,2018-09-10 12:14:00,2018-09-10 16:49:00,FALSE,4.58333333333333,"12:00 PM",2018-09-10 12:00:00,2018-09-10 21:00:00,-14,-251,1179.87299990654
